Subject Code,Subject,Exam Series,Sat,A*,A,B,C,D,E,U
YPH01,PHYSICS,Jan-18,1554,36,226,438,661,891,1096,1554
YPM01,PURE MATHEMATICS,Jan-18,54,1,27,44,52,53,53,54
YPS01,PSYCHOLOGY,Jan-18,15,0,0,0,1,2,4,15
XAA01,ARABIC,Jan-18,184,,87,132,161,175,179,184
XAC11,ACCOUNTING,Jan-18,361,,95,155,216,257,294,361
XBI01,BIOLOGY,Jan-18,1201,,198,433,642,811,952,1201
XBS01,BUSINESS STUDIES,Jan-18,430,,60,115,177,229,293,430
XCH01,CHEMISTRY,Jan-18,1525,,272,545,792,998,1143,1525
XEC01,ECONOMICS,Jan-18,417,,48,118,174,236,275,417
XEN01,ENGLISH LANGUAGE,Jan-18,98,,1,7,31,62,80,98
XET01,ENGLISH LITERATURE,Jan-18,69,,16,38,53,65,67,69
XFM01,FURTHER MATHEMATICS,Jan-18,489,,318,401,438,463,479,489
XFR01,FRENCH,Jan-18,91,,21,39,58,75,84,91
XGE01,GEOGRAPHY,Jan-18,49,,8,23,37,41,46,49
XGK01,GREEK,Jan-18,5,,1,4,5,5,5,5
XGN01,GERMAN,Jan-18,45,,17,24,28,34,40,45
XHI01,HISTORY,Jan-18,57,,6,18,33,47,51,57
XMA01,MATHEMATICS,Jan-18,2661,,905,1362,1751,2055,2256,2661
XPH01,PHYSICS,Jan-18,1605,,284,527,750,971,1168,1605
XPM01,PURE MATHEMATICS,Jan-18,89,,21,40,57,70,76,89
XPS01,PSYCHOLOGY,Jan-18,47,,2,13,25,30,38,47
XSP01,SPANISH,Jan-18,110,,69,96,99,107,108,110
YAC01,Accounting,Jun-14,2461,14.5,28.2,45.3,59.9,73.3,84.2,100
YBI01,Biology,Jun-14,3324,6.3,21.6,38.1,55.2,69.1,80.7,100
YBS01,Business Studies,Jun-14,277,0.4,7.6,18.4,38.3,56,74.7,100
YCH01,Chemistry,Jun-14,4736,5.9,23.2,42.7,60.5,73,82.9,100
YEC01,Economics,Jun-14,406,1.5,10.1,27.3,45.1,62.6,77.3,100
YFM01,Further Mathematics,Jun-14,581,34.6,58.2,76.2,87.6,93.8,96.6,100
YLA0,Law,Jun-14,518,9.8,18.5,29.5,40.3,52.5,64.5,100
YMA01,Mathematics,Jun-14,4225,21.6,45.1,60.4,71.8,80.7,87.5,100
YPH01,Physics,Jun-14,5387,5.9,23.1,41.7,58.1,71.5,83.3,100
YPM01,Pure Mathematics,Jun-14,142,9.2,39.4,60.6,73.2,85.9,90.1,100
XAC01,Accounting,Jun-14,1522,,27.9,42.2,58.1,72,83.1,100
XBI01,Biology,Jun-14,4009,,14.3,28.8,42.9,56.4,68.5,100
XBS01,Business Studies,Jun-14,666,,18.9,29.4,38.9,48.8,62.3,100
XCH01,Chemistry,Jun-14,4906,,17.9,35.1,50.2,62.8,74,100
XEC01,Economics,Jun-14,636,,10.7,23.3,35.5,47.6,61.9,100
XFM01,Further Mathematics,Jun-14,378,,59.5,76.5,87.6,93.9,97.1,100
XMA01,Mathematics,Jun-14,5331,,35.7,48.4,60.1,70.1,78,100
XPH01,Physics,Jun-14,5002,,19.7,33.8,48.6,61.9,73.6,100
XPM01,Pure Mathematics,Jun-14,98,,55.1,75.5,89.8,92.9,96.9,100
YAC01,Accounting,Jun-15,2543,12,29.7,47.1,61.6,75.3,85.7,100
YBI01,Biology,Jun-15,3240,7.6,22.5,39.4,54,66.1,78.3,100
YBS01,Business Studies,Jun-15,879,1.9,14.4,32.8,48.6,64.2,76.1,100
YCH01,Chemistry,Jun-15,4444,7.7,22.2,39.8,56.9,70.4,81.7,100
YEC01,Economics,Jun-15,1014,1.2,10.7,27.9,46.3,65.9,81.8,100
YFM01,Further Mathematics,Jun-15,875,29.8,51.8,71.8,82.2,89.1,93.4,100
YLA0,Law,Jun-15,467,12,19.9,29.6,43,50.7,62.3,100
YMA01,Mathematics,Jun-15,6297,18.3,39.1,56,69.7,79.6,87.3,100
YPH01,Physics,Jun-15,4866,4.4,23,40.9,56.9,70.3,81.4,100
YPM01,Pure Mathematics,Jun-15,227,6.6,27.8,50.2,67.8,79.7,88.1,100
XAC01,Accounting,Jun-15,1412,,28.5,43.3,60.8,73.8,84.3,100
XBI01,Biology,Jun-15,4113,,16.5,30.8,45.4,59.1,72.2,100
XBS01,Business Studies,Jun-15,957,,16.8,29.4,42,55.3,66.4,100
XCH01,Chemistry,Jun-15,5089,,20.2,35.7,50.5,62.8,74.1,100
XEC01,Economics,Jun-15,1084,,13.2,25.5,41.4,57.1,69.2,100
XFM01,Further Mathematics,Jun-15,472,,58.9,74.2,83.7,89.4,96.2,100
XMA01,Mathematics,Jun-15,7017,,35.6,50,61.7,71.5,79.2,100
XPH01,Physics,Jun-15,5095,,19.7,32.3,45.9,59.5,72.7,100
XPM01,Pure Mathematics,Jun-15,246,,32.5,53.3,63.4,75.6,81.3,100
YAC01,Accounting,Jun-16,2141,11.5,30.9,48.1,63.5,76.6,87.2,100
YBI01,Biology,Jun-16,3067,7.7,24.2,41.1,56.4,68.8,79.9,100
YBS01,Business Studies,Jun-16,1026,2,14.3,34.9,55,71.6,83.7,100
YCH01,Chemistry,Jun-16,4209,9,27.3,45.1,60.2,72.1,82.8,100
YEC01,Economics,Jun-16,1167,3.8,14.7,34.4,54.7,71.2,83.1,100
YFM01,Further Mathematics,Jun-16,1103,27.4,53.6,73.5,84,90.7,94.7,100
YLA0,Law,Jun-16,474,11.2,22.6,34.4,44.5,55.3,65,100
YMA01,Mathematics,Jun-16,6837,17.8,40.3,58.8,71.2,80.7,88.2,100
YPH01,Physics,Jun-16,4791,5.4,23,40.2,56.5,69.8,82.1,100
YPM01,Pure Mathematics,Jun-16,281,11.4,37.7,61.2,78.3,88.3,96.4,100
XAC01,Accounting,Jun-16,496,,31.7,49,66.3,79,87.5,100
XAC11,Accounting,Jun-16,736,,27.2,41.8,58.7,74.7,86.1,100
XBI01,Biology,Jun-16,4042,,20.3,36,49.3,62,73.8,100
XBS01,Business Studies,Jun-16,1476,,20.9,36.3,52.9,65.2,77,100
XCH01,Chemistry,Jun-16,5221,,23.1,40,55.5,67,77.1,100
XEC01,Economics,Jun-16,1539,,20.8,34.7,48.5,61.9,74.7,100
XEN01,English Language,Jun-16,133,,1.5,1.5,11.3,42.1,72.9,100
XET01,English Literature,Jun-16,132,,9.8,20.5,36.4,52.3,69.7,100
XFM01,Further Mathematics,Jun-16,674,,58.8,73,83.2,88.7,92.4,100
XHI01,History,Jun-16,144,,33.3,42.4,52.8,67.4,81.9,100
XMA01,Mathematics,Jun-16,8605,,36.1,50.7,62.3,72.1,80.8,100
XPH01,Physics,Jun-16,5028,,20.5,34.9,48.9,61.6,72.8,100
XPM01,Pure Mathematics,Jun-16,236,,34.3,58.1,70.3,82.6,90.7,100
XPS01,Psychology,Jun-16,284,,13.4,29.9,48.9,65.5,80.6,100
